time_posted_local,listing_sk,user_sk,category_l3_sk,listing_price,lower_bound,month_posted,outlier_flag,category_name_an
2023-01-07 12:27:00,237815,12247,cat001,69237,5843,4,No,Commercial
2023-01-07 12:28:00,727763,26647,cat004,29096,5775,6,No,Villas
2023-01-07 12:29:00,804133,58261,cat003,70604,5805,9,Yes,Townhouses
2023-01-07 12:30:00,419186,10745,cat001,88549,6388,7,Yes,Townhouses
2023-01-07 12:31:00,149476,96986,cat002,11064,8266,4,No,Commercial
2023-01-07 12:32:00,847465,71296,cat001,19012,5583,10,No,Apartments
2023-01-07 12:33:00,390696,16314,cat001,6737,7606,6,Yes,Villas
2023-01-07 12:34:00,820602,59650,cat002,59351,3792,8,Yes,Commercial
2023-01-07 12:35:00,538988,50758,cat002,94939,522,12,No,Apartments
2023-01-07 12:36:00,784308,84188,cat004,94004,7410,5,No,Townhouses
2023-01-07 12:37:00,307383,61610,cat004,40263,9256,11,Yes,Villas
2023-01-07 12:38:00,169093,58919,cat004,36094,2947,8,Yes,Townhouses
2023-01-07 12:39:00,693411,30315,cat002,29604,2531,9,No,Villas
2023-01-07 12:40:00,116535,14674,cat001,93009,8972,7,Yes,Commercial
2023-01-07 12:41:00,428634,58096,cat002,1955,9071,10,Yes,Commercial
2023-01-07 12:42:00,670850,27551,cat001,3101,6668,10,Yes,Apartments
2023-01-07 12:43:00,481186,49352,cat002,94155,4951,11,No,Townhouses
2023-01-07 12:44:00,356323,28493,cat002,23619,9070,10,No,Commercial
2023-01-07 12:45:00,975512,40682,cat002,96269,789,11,No,Commercial
2023-01-07 12:46:00,358916,32248,cat003,99382,1640,3,Yes,Villas
2023-01-07 12:47:00,813895,18916,cat003,56760,998,8,No,Villas
2023-01-07 12:48:00,330063,40144,cat001,18303,2682,5,No,Townhouses
2023-01-07 12:49:00,141269,76705,cat003,75838,7244,9,No,Commercial
2023-01-07 12:50:00,180674,86026,cat002,18532,3487,3,Yes,Commercial
2023-01-07 12:51:00,928894,86367,cat004,68335,4991,5,Yes,Commercial
2023-01-07 12:52:00,385291,47521,cat003,27871,517,3,Yes,Villas
2023-01-07 12:53:00,538744,47645,cat004,63802,6433,3,Yes,Townhouses
2023-01-07 12:54:00,701383,61696,cat001,62035,6952,9,No,Apartments
2023-01-07 12:55:00,868460,81237,cat003,5019,2139,4,Yes,Commercial
2023-01-07 12:56:00,824291,55834,cat003,66079,3619,7,No,Villas
2023-01-07 12:57:00,190925,94993,cat001,82494,6974,7,No,Villas
2023-01-07 12:58:00,690669,71720,cat002,40627,1611,11,Yes,Villas
2023-01-07 12:59:00,723756,30217,cat003,48801,7353,1,No,Villas
2023-01-07 13:00:00,342330,27657,cat002,57174,3097,3,No,Commercial
2023-01-07 13:01:00,950181,77239,cat003,28921,7875,9,No,Apartments
2023-01-07 13:02:00,113731,83629,cat003,11505,7713,7,Yes,Commercial
2023-01-07 13:03:00,486791,27416,cat001,57147,1933,8,Yes,Townhouses
2023-01-07 13:04:00,591874,88237,cat003,45446,5270,2,No,Apartments
2023-01-07 13:05:00,675312,88313,cat001,19204,5856,11,No,Apartments
2023-01-07 13:06:00,741000,56484,cat004,57903,1250,7,No,Villas
2023-01-07 13:07:00,201121,66620,cat004,98759,5810,3,No,Villas
2023-01-07 13:08:00,365976,31033,cat004,40975,9490,10,Yes,Commercial
2023-01-07 13:09:00,656620,46987,cat004,88904,4041,8,Yes,Commercial
2023-01-07 13:10:00,112467,99757,cat002,77616,3740,8,Yes,Villas
2023-01-07 13:11:00,141025,49258,cat001,78771,6525,1,Yes,Villas
2023-01-07 13:12:00,244179,16094,cat003,69403,8445,9,No,Apartments
2023-01-07 13:13:00,177994,19275,cat003,27287,702,10,Yes,Commercial
2023-01-07 13:14:00,194202,79240,cat002,38993,7445,7,Yes,Apartments
2023-01-07 13:15:00,667769,29765,cat004,77800,2485,10,No,Townhouses
2023-01-07 13:16:00,495797,66221,cat004,80157,9761,3,No,Commercial
2023-01-07 13:17:00,699406,61022,cat001,98356,2059,3,No,Townhouses
2023-01-07 13:18:00,486154,94222,cat004,37489,6207,5,Yes,Apartments
2023-01-07 13:19:00,544854,74570,cat004,54719,7194,9,Yes,Townhouses
2023-01-07 13:20:00,748002,24883,cat002,72763,7596,7,No,Commercial
2023-01-07 13:21:00,848987,14153,cat001,60280,6830,12,No,Commercial
2023-01-07 13:22:00,260185,49736,cat004,25498,4581,5,No,Villas
2023-01-07 13:23:00,184363,63852,cat004,44159,9473,8,Yes,Villas
2023-01-07 13:24:00,425188,74902,cat002,96216,746,1,Yes,Apartments
2023-01-07 13:25:00,311027,81475,cat003,28965,2685,11,No,Villas
2023-01-07 13:26:00,373958,16669,cat001,32910,7648,10,No,Townhouses
2023-01-07 13:27:00,461484,50343,cat003,30935,2175,1,Yes,Villas
2023-01-07 13:28:00,372168,27317,cat003,38503,5474,5,No,Commercial
2023-01-07 13:29:00,818648,68625,cat001,48538,5992,4,No,Commercial
2023-01-07 13:30:00,995668,91606,cat002,69454,8897,4,Yes,Commercial
2023-01-07 13:31:00,682124,36996,cat003,61480,1804,1,No,Townhouses
2023-01-07 13:32:00,369579,79922,cat002,43791,591,12,No,Commercial
2023-01-07 13:33:00,355095,62903,cat003,80504,5551,3,No,Apartments
2023-01-07 13:34:00,957033,87489,cat001,33302,4656,7,Yes,Villas
2023-01-07 13:35:00,581632,32890,cat004,57661,1376,11,No,Townhouses
2023-01-07 13:36:00,361176,59109,cat002,97164,6894,6,No,Commercial
2023-01-07 13:37:00,483015,49638,cat004,14146,1872,11,No,Villas
2023-01-07 13:38:00,349717,41881,cat004,49911,9015,3,Yes,Townhouses
2023-01-07 13:39:00,758767,70376,cat004,80555,2055,7,Yes,Apartments
2023-01-07 13:40:00,985375,46347,cat002,54991,1160,1,Yes,Commercial
2023-01-07 13:41:00,132940,42026,cat003,99295,6083,10,No,Commercial
2023-01-07 13:42:00,629954,24576,cat002,30391,5082,3,Yes,Commercial
2023-01-07 13:43:00,399266,63657,cat003,36101,8300,6,No,Commercial
2023-01-07 13:44:00,256164,42192,cat002,85152,6825,1,Yes,Villas
2023-01-07 13:45:00,306717,37585,cat002,48639,9864,2,Yes,Townhouses
2023-01-07 13:46:00,463334,76335,cat002,37002,1817,8,No,Apartments
2023-01-07 13:47:00,462612,13422,cat001,1082,1155,8,Yes,Townhouses
2023-01-07 13:48:00,126505,16761,cat001,77244,9178,6,No,Villas
2023-01-07 13:49:00,661001,83675,cat001,27765,4936,12,Yes,Villas
2023-01-07 13:50:00,547603,24906,cat002,76981,3238,7,No,Villas
2023-01-07 13:51:00,929601,48206,cat003,77412,9784,1,No,Townhouses
2023-01-07 13:52:00,304354,64108,cat003,62348,8996,11,No,Commercial
2023-01-07 13:53:00,701799,92306,cat004,45460,1853,1,No,Apartments
2023-01-07 13:54:00,926954,87635,cat003,83512,3632,3,Yes,Villas
2023-01-07 13:55:00,312204,79519,cat004,30438,4765,12,No,Townhouses
2023-01-07 13:56:00,350694,29209,cat001,23640,7367,4,No,Commercial
2023-01-07 13:57:00,349836,47901,cat002,48953,6251,6,Yes,Villas
2023-01-07 13:58:00,858849,54114,cat002,42087,9286,4,No,Apartments
2023-01-07 13:59:00,985829,89786,cat003,10632,3240,2,Yes,Villas
2023-01-07 14:00:00,628168,32640,cat003,24385,9864,6,Yes,Apartments
2023-01-07 14:01:00,536670,62317,cat004,60499,8878,9,No,Commercial
2023-01-07 14:02:00,667827,85203,cat003,9678,3979,2,No,Villas
2023-01-07 14:03:00,340056,11518,cat002,8280,4428,7,No,Commercial
2023-01-07 14:04:00,319057,68173,cat004,43568,3868,3,No,Commercial
2023-01-07 14:05:00,639087,57203,cat003,75732,3228,11,No,Townhouses
2023-01-07 14:06:00,607800,61517,cat004,77648,8229,11,No,Villas
2023-01-07 14:07:00,204843,70063,cat004,71005,8992,9,No,Townhouses
2023-01-07 14:08:00,543942,74090,cat001,70562,1188,8,No,Apartments
2023-01-07 14:09:00,148784,68134,cat002,97729,6762,5,No,Villas
2023-01-07 14:10:00,213034,87266,cat002,56500,8916,7,No,Commercial
2023-01-07 14:11:00,534044,64817,cat003,16044,7199,12,Yes,Commercial
2023-01-07 14:12:00,824886,41634,cat004,20591,4165,1,No,Apartments
2023-01-07 14:13:00,154362,68646,cat002,56610,6165,1,Yes,Townhouses
2023-01-07 14:14:00,153997,66813,cat004,96384,5090,9,Yes,Commercial
2023-01-07 14:15:00,281413,11458,cat003,7986,7092,1,Yes,Apartments
2023-01-07 14:16:00,512289,27513,cat001,83318,4505,6,No,Townhouses
2023-01-07 14:17:00,464543,80311,cat003,87156,1071,11,Yes,Townhouses
2023-01-07 14:18:00,900981,54215,cat002,22556,9741,5,No,Commercial
2023-01-07 14:19:00,943352,24832,cat001,46982,2300,6,Yes,Townhouses
2023-01-07 14:20:00,840686,84951,cat003,80957,9703,3,Yes,Townhouses
2023-01-07 14:21:00,568731,48280,cat001,93859,4959,6,Yes,Townhouses
2023-01-07 14:22:00,884752,89223,cat002,94313,2492,8,Yes,Townhouses
2023-01-07 14:23:00,513532,36351,cat001,47380,5914,8,Yes,Apartments
2023-01-07 14:24:00,257255,14921,cat002,27850,3068,11,No,Villas
2023-01-07 14:25:00,980292,12805,cat004,2733,9803,6,No,Commercial
2023-01-07 14:26:00,648912,79602,cat004,58482,4647,5,No,Commercial
2023-01-07 14:27:00,817875,72912,cat003,98206,5472,10,Yes,Commercial
2023-01-07 14:28:00,859072,90543,cat001,40905,9831,5,Yes,Apartments
2023-01-07 14:29:00,578997,81303,cat003,67046,4071,4,Yes,Villas
2023-01-07 14:30:00,670993,50470,cat001,19605,2595,6,No,Villas
2023-01-07 14:31:00,713614,79413,cat001,9750,9788,10,No,Apartments
2023-01-07 14:32:00,519972,58866,cat004,14069,5571,1,No,Commercial
2023-01-07 14:33:00,946822,24869,cat002,48812,1867,7,Yes,Villas
2023-01-07 14:34:00,168369,95914,cat003,78390,3716,12,No,Villas
2023-01-07 14:35:00,301893,72396,cat001,34386,6002,12,Yes,Villas
2023-01-07 14:36:00,371733,83395,cat001,86011,1997,8,No,Villas
2023-01-07 14:37:00,737300,15276,cat003,81331,3822,2,Yes,Townhouses
2023-01-07 14:38:00,959613,95644,cat001,78405,1526,7,Yes,Villas
2023-01-07 14:39:00,800146,61572,cat003,7832,1625,10,No,Apartments
2023-01-07 14:40:00,850046,16372,cat004,92209,6696,11,Yes,Villas
2023-01-07 14:41:00,747999,18612,cat001,30253,5538,10,Yes,Villas
2023-01-07 14:42:00,176425,74169,cat002,26235,6600,11,No,Villas
2023-01-07 14:43:00,596297,87949,cat002,12046,3992,4,No,Townhouses
2023-01-07 14:44:00,640282,87865,cat004,44873,4212,7,Yes,Villas
2023-01-07 14:45:00,211915,19319,cat002,10650,9431,12,No,Commercial
2023-01-07 14:46:00,485105,14001,cat001,89489,9635,10,Yes,Townhouses
2023-01-07 14:47:00,583414,64433,cat001,21950,6486,1,Yes,Villas
2023-01-07 14:48:00,204672,28805,cat003,22412,1185,12,Yes,Villas
2023-01-07 14:49:00,913071,39938,cat003,50908,5824,7,Yes,Commercial
2023-01-07 14:50:00,379349,53081,cat001,62135,4324,7,No,Villas
2023-01-07 14:51:00,418821,57054,cat004,78409,4714,6,No,Villas
2023-01-07 14:52:00,132930,29098,cat001,77257,8825,5,No,Townhouses
2023-01-07 14:53:00,173313,69049,cat003,63873,4740,8,Yes,Apartments
2023-01-07 14:54:00,849211,92713,cat003,98094,5102,6,No,Apartments
2023-01-07 14:55:00,213153,53315,cat003,24980,8115,1,Yes,Commercial
2023-01-07 14:56:00,585725,80972,cat003,32865,1910,4,No,Apartments
2023-01-07 14:57:00,904748,96433,cat003,14437,6263,7,No,Townhouses
2023-01-07 14:58:00,332911,40824,cat001,33768,8278,1,No,Apartments
2023-01-07 14:59:00,196058,53010,cat001,29622,2884,2,Yes,Villas
2023-01-07 15:00:00,187876,43254,cat001,10281,7915,4,Yes,Commercial
2023-01-07 15:01:00,709654,12712,cat002,45258,6816,5,Yes,Townhouses
2023-01-07 15:02:00,637691,99752,cat004,85169,4119,8,No,Townhouses
2023-01-07 15:03:00,442196,26229,cat002,97887,3665,7,Yes,Commercial
2023-01-07 15:04:00,872838,14800,cat002,70335,7230,12,No,Commercial
2023-01-07 15:05:00,361420,24591,cat002,26999,4497,11,No,Villas
2023-01-07 15:06:00,577843,90331,cat004,88686,3723,5,Yes,Townhouses
2023-01-07 15:07:00,435639,35892,cat003,65518,7763,11,No,Apartments
2023-01-07 15:08:00,263004,99356,cat004,26576,5566,5,No,Villas
2023-01-07 15:09:00,458234,15713,cat003,82895,9161,6,No,Villas
2023-01-07 15:10:00,398845,24990,cat001,98217,8222,1,Yes,Commercial
2023-01-07 15:11:00,496601,74806,cat003,42976,2362,11,No,Apartments
2023-01-07 15:12:00,876684,20892,cat003,19820,9406,8,No,Commercial
2023-01-07 15:13:00,681529,19803,cat002,46930,8498,4,Yes,Apartments
2023-01-07 15:14:00,765727,41609,cat002,81417,3616,3,No,Apartments
2023-01-07 15:15:00,165030,93017,cat001,99091,4509,5,Yes,Commercial
2023-01-07 15:16:00,801865,88970,cat002,92077,6440,10,No,Townhouses
2023-01-07 15:17:00,264404,24489,cat004,1661,6765,3,No,Commercial
2023-01-07 15:18:00,307397,49322,cat004,57687,2771,11,Yes,Apartments
2023-01-07 15:19:00,579702,81189,cat002,31982,8234,8,Yes,Commercial
2023-01-07 15:20:00,518779,38751,cat001,27135,6014,9,No,Townhouses
2023-01-07 15:21:00,205185,52688,cat004,63701,2938,5,Yes,Townhouses
2023-01-07 15:22:00,136404,99073,cat003,28846,3629,2,No,Townhouses
2023-01-07 15:23:00,155182,78138,cat003,34565,7478,6,No,Apartments
2023-01-07 15:24:00,395135,69624,cat002,90509,1858,11,Yes,Villas
2023-01-07 15:25:00,728889,24573,cat003,28358,5914,1,Yes,Apartments
2023-01-07 15:26:00,803023,73552,cat001,96285,5381,3,No,Villas
2023-01-07 15:27:00,952318,51738,cat003,80288,2530,12,No,Villas
2023-01-07 15:28:00,746290,65933,cat002,95617,4213,8,No,Townhouses
2023-01-07 15:29:00,445992,22008,cat001,88986,7833,3,Yes,Townhouses
2023-01-07 15:30:00,944124,29285,cat002,91529,7595,4,No,Villas
2023-01-07 15:31:00,325461,50028,cat004,74965,8652,1,Yes,Commercial
2023-01-07 15:32:00,923932,13105,cat001,17345,8182,10,Yes,Apartments
2023-01-07 15:33:00,920217,77561,cat003,99762,2408,1,Yes,Apartments
2023-01-07 15:34:00,708434,11602,cat003,87877,8252,5,Yes,Apartments
2023-01-07 15:35:00,588195,63196,cat002,34502,2959,9,No,Commercial
2023-01-07 15:36:00,672285,64073,cat003,99491,2559,7,No,Commercial
2023-01-07 15:37:00,631458,29210,cat001,87457,1032,9,Yes,Commercial
2023-01-07 15:38:00,244375,72001,cat004,21197,3830,5,No,Villas
2023-01-07 15:39:00,433887,29053,cat003,21071,643,8,Yes,Apartments
2023-01-07 15:40:00,571068,17012,cat004,8307,8390,9,No,Villas
2023-01-07 15:41:00,135187,38871,cat002,12588,1668,2,Yes,Apartments
2023-01-07 15:42:00,820394,46709,cat001,97430,5256,1,Yes,Townhouses
2023-01-07 15:43:00,757253,68830,cat001,96515,6519,8,Yes,Apartments
2023-01-07 15:44:00,769113,42263,cat004,2287,8393,8,Yes,Commercial
2023-01-07 15:45:00,138090,25807,cat002,88694,8369,12,Yes,Townhouses
2023-01-07 15:46:00,569984,41907,cat003,94389,765,12,Yes,Villas
2023-01-07 15:47:00,945844,63277,cat002,37911,4784,6,No,Villas
2023-01-07 15:48:00,877766,22215,cat001,48459,4533,6,Yes,Apartments
2023-01-07 15:49:00,418174,30476,cat001,11679,1895,12,No,Commercial
2023-01-07 15:50:00,641797,97134,cat001,9299,575,4,Yes,Townhouses
2023-01-07 15:51:00,168653,92322,cat002,97385,5592,3,No,Commercial
2023-01-07 15:52:00,792289,68928,cat004,40429,9848,8,Yes,Townhouses
2023-01-07 15:53:00,491770,55644,cat002,14749,8758,8,No,Apartments
2023-01-07 15:54:00,366186,81929,cat004,1094,5481,4,No,Apartments
2023-01-07 15:55:00,293646,63181,cat002,13021,8523,6,Yes,Townhouses
2023-01-07 15:56:00,399345,48332,cat002,39612,885,9,No,Apartments
2023-01-07 15:57:00,847642,95912,cat003,63977,2448,9,No,Townhouses
2023-01-07 15:58:00,638304,47325,cat003,89546,2060,10,No,Commercial
2023-01-07 15:59:00,387166,75418,cat001,50106,7277,5,Yes,Townhouses
2023-01-07 16:00:00,856322,63318,cat001,92387,7763,10,No,Townhouses
2023-01-07 16:01:00,652226,60425,cat003,93928,3875,4,No,Townhouses
2023-01-07 16:02:00,274750,27698,cat002,64927,3798,12,Yes,Apartments
2023-01-07 16:03:00,360710,58608,cat001,76155,2346,2,No,Townhouses
2023-01-07 16:04:00,332320,64829,cat004,86891,4853,8,Yes,Villas
2023-01-07 16:05:00,948152,20429,cat003,6662,4904,12,Yes,Townhouses
2023-01-07 16:06:00,467658,97071,cat001,8315,7217,12,No,Villas
2023-01-07 16:07:00,812165,26784,cat004,3147,5798,5,No,Commercial
2023-01-07 16:08:00,757346,97538,cat003,67467,1315,12,Yes,Villas
2023-01-07 16:09:00,176478,14018,cat002,15849,2882,4,No,Apartments
2023-01-07 16:10:00,505377,51556,cat002,91547,4721,5,No,Townhouses
2023-01-07 16:11:00,227101,24329,cat003,76484,9703,4,Yes,Townhouses
2023-01-07 16:12:00,456843,31856,cat002,25319,961,5,Yes,Commercial
2023-01-07 16:13:00,816284,64456,cat001,48543,9083,11,Yes,Apartments
2023-01-07 16:14:00,594527,63759,cat001,49071,5922,7,No,Apartments
2023-01-07 16:15:00,461417,82326,cat003,63332,5953,3,Yes,Commercial
2023-01-07 16:16:00,829668,16535,cat003,67133,5674,8,Yes,Townhouses
2023-01-07 16:17:00,856488,26953,cat001,23046,2559,3,No,Villas
2023-01-07 16:18:00,688033,83455,cat003,76271,6452,11,Yes,Villas
2023-01-07 16:19:00,232283,29029,cat003,67440,4348,2,No,Commercial
2023-01-07 16:20:00,493445,97066,cat003,58460,5478,5,No,Apartments
2023-01-07 16:21:00,481116,99321,cat003,89373,9730,9,No,Commercial
2023-01-07 16:22:00,541758,53363,cat002,26011,8351,10,No,Apartments
2023-01-07 16:23:00,201489,61308,cat003,59311,4775,11,No,Commercial
2023-01-07 16:24:00,656107,65314,cat001,14840,2424,4,No,Townhouses
2023-01-07 16:25:00,147779,14220,cat002,64952,719,9,No,Townhouses
2023-01-07 16:26:00,837781,99527,cat001,55063,6686,5,No,Villas
2023-01-07 16:27:00,454388,13653,cat002,53985,2312,6,Yes,Villas
2023-01-07 16:28:00,689872,31015,cat004,46496,2894,4,Yes,Villas
2023-01-07 16:29:00,513166,64423,cat004,95747,1360,6,Yes,Apartments
2023-01-07 16:30:00,770533,22445,cat004,40034,9375,6,No,Apartments
2023-01-07 16:31:00,348815,66998,cat002,56005,9347,8,No,Apartments
2023-01-07 16:32:00,944464,68028,cat004,3915,7020,6,Yes,Townhouses
2023-01-07 16:33:00,477218,51570,cat003,19852,5740,5,Yes,Townhouses
2023-01-07 16:34:00,461417,19457,cat004,10015,4526,11,Yes,Townhouses
2023-01-07 16:35:00,914468,89024,cat002,24423,7587,11,Yes,Townhouses
2023-01-07 16:36:00,354957,11186,cat004,31186,9603,3,No,Apartments
2023-01-07 16:37:00,695644,61347,cat001,59590,4495,7,No,Townhouses
2023-01-07 16:38:00,245364,85043,cat002,62631,7885,3,No,Apartments
2023-01-07 16:39:00,627340,79578,cat003,33809,2478,1,No,Villas
2023-01-07 16:40:00,406521,57473,cat002,62617,2981,5,Yes,Commercial
2023-01-07 16:41:00,298910,79266,cat003,42399,5890,10,Yes,Apartments
2023-01-07 16:42:00,429963,33207,cat003,69129,6202,1,Yes,Townhouses
2023-01-07 16:43:00,246692,55164,cat002,81894,620,5,Yes,Villas
2023-01-07 16:44:00,130461,75880,cat002,16250,1222,6,Yes,Villas
2023-01-07 16:45:00,907182,60545,cat003,7544,703,10,Yes,Commercial
2023-01-07 16:46:00,109472,42789,cat004,56021,5786,11,No,Apartments
2023-01-07 16:47:00,955695,19408,cat002,72904,877,10,No,Apartments
2023-01-07 16:48:00,212036,66312,cat001,80481,615,2,No,Apartments
2023-01-07 16:49:00,288674,50944,cat003,96049,5440,7,Yes,Villas
2023-01-07 16:50:00,387667,31218,cat002,16034,9395,9,No,Villas
2023-01-07 16:51:00,786126,85415,cat002,27839,8799,5,Yes,Villas
2023-01-07 16:52:00,989694,61286,cat004,92538,5643,11,No,Townhouses
2023-01-07 16:53:00,690348,88885,cat003,10747,6232,6,No,Villas
2023-01-07 16:54:00,371223,39310,cat003,45788,919,5,No,Apartments
2023-01-07 16:55:00,763759,88950,cat002,56579,4582,8,No,Villas
2023-01-07 16:56:00,422870,87227,cat002,22703,8313,7,No,Apartments
2023-01-07 16:57:00,455050,22508,cat001,30409,5596,1,Yes,Villas
2023-01-07 16:58:00,378676,65914,cat002,88153,2430,5,No,Townhouses
2023-01-07 16:59:00,575573,54457,cat002,21320,9301,11,Yes,Commercial
2023-01-07 17:00:00,143162,24921,cat001,98227,2233,10,No,Commercial
2023-01-07 17:01:00,373497,71817,cat004,92145,2738,6,Yes,Villas
2023-01-07 17:02:00,212313,54615,cat004,79303,1302,5,No,Townhouses
2023-01-07 17:03:00,128477,31992,cat004,13312,6537,4,Yes,Townhouses
2023-01-07 17:04:00,779930,65277,cat003,64025,6980,4,No,Villas
2023-01-07 17:05:00,186373,34981,cat001,53107,8685,6,No,Villas
2023-01-07 17:06:00,793464,39886,cat003,90641,1382,6,No,Villas
2023-01-07 17:07:00,818730,57059,cat001,82268,5975,3,No,Apartments
2023-01-07 17:08:00,628839,83144,cat002,48449,4883,3,Yes,Villas
2023-01-07 17:09:00,168359,33377,cat004,67735,1391,12,No,Commercial
2023-01-07 17:10:00,548096,71623,cat001,81139,5244,2,Yes,Villas
2023-01-07 17:11:00,243988,50353,cat004,9132,9334,1,Yes,Apartments
2023-01-07 17:12:00,226150,95526,cat004,1449,9028,10,Yes,Commercial
2023-01-07 17:13:00,573919,40888,cat003,86175,6584,2,Yes,Townhouses
2023-01-07 17:14:00,796805,45849,cat003,20692,4365,1,No,Townhouses
2023-01-07 17:15:00,409780,79427,cat003,32951,6363,12,No,Townhouses
2023-01-07 17:16:00,567143,14407,cat001,77750,2458,8,No,Villas
2023-01-07 17:17:00,916117,67238,cat004,45386,8331,5,No,Apartments
2023-01-07 17:18:00,937566,83865,cat004,88958,5370,11,No,Townhouses
2023-01-07 17:19:00,451060,90626,cat004,62507,7690,8,No,Villas
2023-01-07 17:20:00,207967,21712,cat004,69012,6818,4,Yes,Apartments
2023-01-07 17:21:00,194455,82732,cat001,63541,4893,9,Yes,Apartments
2023-01-07 17:22:00,883123,70845,cat002,40748,5866,4,Yes,Townhouses
2023-01-07 17:23:00,561063,60216,cat002,79293,6614,2,Yes,Apartments
2023-01-07 17:24:00,275405,53716,cat003,70227,3338,11,No,Commercial
2023-01-07 17:25:00,339646,97851,cat002,92641,6335,11,Yes,Apartments
2023-01-07 17:26:00,289937,15148,cat003,89196,5614,3,No,Townhouses
2023-01-07 17:27:00,572312,80128,cat001,48635,7187,8,No,Townhouses
2023-01-07 17:28:00,936188,31182,cat001,35053,7205,3,Yes,Villas
2023-01-07 17:29:00,485007,79639,cat002,31650,2698,11,No,Townhouses
2023-01-07 17:30:00,161192,93672,cat002,96857,9243,9,Yes,Villas
2023-01-07 17:31:00,291758,44091,cat004,92562,7086,8,Yes,Villas
2023-01-07 17:32:00,935165,14879,cat003,84810,3071,8,Yes,Commercial
2023-01-07 17:33:00,335161,13452,cat001,72014,2526,9,No,Apartments
2023-01-07 17:34:00,912425,33180,cat004,16441,2067,9,No,Villas
2023-01-07 17:35:00,785852,22992,cat004,71941,6842,12,Yes,Commercial
2023-01-07 17:36:00,776341,48727,cat001,34243,9170,7,Yes,Villas
2023-01-07 17:37:00,386287,77968,cat001,52003,6143,8,No,Villas
2023-01-07 17:38:00,815637,33059,cat004,71636,3833,2,Yes,Townhouses
2023-01-07 17:39:00,207044,70274,cat003,23954,3602,5,Yes,Villas
2023-01-07 17:40:00,605173,55340,cat001,63531,9594,12,Yes,Villas
2023-01-07 17:41:00,281062,71122,cat003,50598,9487,7,No,Commercial
2023-01-07 17:42:00,752694,88324,cat003,35690,8593,6,Yes,Villas
2023-01-07 17:43:00,556104,42732,cat004,3420,7560,9,No,Apartments
2023-01-07 17:44:00,169351,55329,cat004,92022,8436,6,No,Apartments
2023-01-07 17:45:00,590588,37089,cat002,66855,1154,12,Yes,Commercial
2023-01-07 17:46:00,805359,83559,cat004,19603,4822,10,Yes,Commercial
2023-01-07 17:47:00,334085,77000,cat002,16565,4290,5,Yes,Apartments
2023-01-07 17:48:00,858171,57685,cat003,93842,6724,7,Yes,Townhouses
2023-01-07 17:49:00,598095,97131,cat003,17523,8098,12,Yes,Townhouses
2023-01-07 17:50:00,170309,33101,cat002,76895,1907,10,No,Apartments
2023-01-07 17:51:00,786093,34115,cat004,56508,532,5,No,Villas
2023-01-07 17:52:00,219156,74077,cat002,53683,4185,2,Yes,Commercial
2023-01-07 17:53:00,438144,95753,cat003,26131,3302,3,No,Villas
2023-01-07 17:54:00,541848,49178,cat001,84241,2801,6,No,Villas
2023-01-07 17:55:00,121576,47060,cat004,10344,1999,9,Yes,Villas
2023-01-07 17:56:00,627608,71598,cat001,39219,1765,8,Yes,Apartments
2023-01-07 17:57:00,766110,99644,cat002,39767,7606,7,No,Townhouses
2023-01-07 17:58:00,727290,45948,cat002,85935,8433,1,No,Townhouses
2023-01-07 17:59:00,284535,30250,cat002,90912,7913,6,No,Apartments
2023-01-07 18:00:00,126572,42480,cat002,82309,8643,5,Yes,Townhouses
2023-01-07 18:01:00,380092,46513,cat001,44431,6910,7,No,Commercial
2023-01-07 18:02:00,620114,28993,cat001,36397,8353,9,Yes,Villas
2023-01-07 18:03:00,740816,75123,cat002,76546,7691,4,Yes,Commercial
2023-01-07 18:04:00,794186,17405,cat001,23238,4627,6,No,Apartments
2023-01-07 18:05:00,189051,88206,cat004,20139,1756,11,Yes,Commercial
2023-01-07 18:06:00,914299,79316,cat003,2949,4929,10,No,Apartments
2023-01-07 18:07:00,291303,83139,cat004,91651,1445,9,No,Apartments
2023-01-07 18:08:00,846716,71779,cat002,98357,1944,5,No,Townhouses
2023-01-07 18:09:00,881700,82781,cat002,86021,9775,4,No,Townhouses
2023-01-07 18:10:00,303305,26779,cat003,56094,7968,8,Yes,Townhouses
2023-01-07 18:11:00,406822,43292,cat003,98088,1596,2,Yes,Townhouses
2023-01-07 18:12:00,993993,91135,cat003,81625,6745,10,No,Townhouses
2023-01-07 18:13:00,899395,63594,cat003,73380,6709,3,No,Apartments
2023-01-07 18:14:00,557576,90346,cat002,62398,8697,9,No,Apartments
2023-01-07 18:15:00,673722,10835,cat003,24128,3214,10,Yes,Apartments
2023-01-07 18:16:00,166617,24732,cat003,66407,5833,11,No,Villas
2023-01-07 18:17:00,741857,78497,cat003,38729,9645,6,No,Apartments
2023-01-07 18:18:00,831672,72188,cat002,77905,8516,6,No,Villas
2023-01-07 18:19:00,983784,74809,cat002,72255,2142,10,No,Commercial
2023-01-07 18:20:00,966164,47062,cat001,67995,5335,1,Yes,Villas
2023-01-07 18:21:00,610874,55972,cat003,12373,2019,9,Yes,Townhouses
2023-01-07 18:22:00,469792,11677,cat003,79332,8110,4,No,Townhouses
2023-01-07 18:23:00,181494,40047,cat001,72157,8491,2,Yes,Townhouses
2023-01-07 18:24:00,844265,81176,cat001,6117,7150,5,Yes,Apartments
